2025/11/10 11:30:02.012535 [INFO] Log Publish not set, skipping...
2025/12/08 22:50:01.103374 [INFO] Log Publish not set, skipping...
2025/12/08 23:10:01.131803 [INFO] Log Publish not set, skipping...
2025/12/08 23:30:02.258904 [INFO] Log Publish not set, skipping...
2025/12/08 23:50:01.109399 [INFO] Log Publish not set, skipping...
2025/12/09 00:10:01.121577 [INFO] Log Publish not set, skipping...
2025/12/09 00:30:01.076410 [INFO] Log Publish not set, skipping...
2025/12/09 00:50:01.959819 [INFO] Log Publish not set, skipping...
2025/12/09 01:10:02.003546 [INFO] Log Publish not set, skipping...
2025/12/09 01:30:01.241120 [INFO] Log Publish not set, skipping...
2025/12/09 01:50:01.056375 [INFO] Log Publish not set, skipping...
2025/12/09 02:10:01.137691 [INFO] Log Publish not set, skipping...
2025/12/09 02:30:01.043778 [INFO] Log Publish not set, skipping...
2025/12/09 02:50:01.119254 [INFO] Log Publish not set, skipping...
2025/12/09 03:10:01.395767 [INFO] Log Publish not set, skipping...
2025/12/09 03:30:01.113352 [INFO] Log Publish not set, skipping...
2025/12/09 03:50:02.063205 [INFO] Log Publish not set, skipping...
2025/12/09 04:10:01.655398 [INFO] Log Publish not set, skipping...
2025/12/09 04:30:01.244202 [INFO] Log Publish not set, skipping...
2025/12/09 04:50:01.139717 [INFO] Log Publish not set, skipping...
2025/12/09 05:10:02.118678 [INFO] Log Publish not set, skipping...
2025/12/09 05:30:01.050304 [INFO] Log Publish not set, skipping...
2025/12/09 05:50:01.687362 [INFO] Log Publish not set, skipping...
2025/12/09 06:10:01.629815 [INFO] Log Publish not set, skipping...
2025/12/09 06:30:01.527041 [INFO] Log Publish not set, skipping...
2025/12/09 06:50:01.364910 [INFO] Log Publish not set, skipping...
2025/12/09 07:10:01.444796 [INFO] Log Publish not set, skipping...
2025/12/09 07:30:01.420388 [INFO] Log Publish not set, skipping...
2025/12/09 07:50:01.376241 [INFO] Log Publish not set, skipping...
2025/12/09 08:10:01.616216 [INFO] Log Publish not set, skipping...
2025/12/09 08:30:01.306299 [INFO] Log Publish not set, skipping...
2025/12/09 08:50:01.108495 [INFO] Log Publish not set, skipping...
2025/12/09 09:10:01.676734 [INFO] Log Publish not set, skipping...
2025/12/09 09:30:01.286970 [INFO] Log Publish not set, skipping...
2025/12/09 09:50:01.174685 [INFO] Log Publish not set, skipping...
2025/12/09 10:10:01.285157 [INFO] Log Publish not set, skipping...
2025/12/09 10:30:01.116772 [INFO] Log Publish not set, skipping...
2025/12/09 10:50:01.682234 [INFO] Log Publish not set, skipping...
2025/12/09 11:10:01.109467 [INFO] Log Publish not set, skipping...
2025/12/09 11:30:01.913557 [INFO] Log Publish not set, skipping...
2025/12/09 11:50:01.491753 [INFO] Log Publish not set, skipping...
2025/12/09 12:10:01.149057 [INFO] Log Publish not set, skipping...
2025/12/09 12:30:02.108236 [INFO] Log Publish not set, skipping...
2025/12/09 12:50:01.062845 [INFO] Log Publish not set, skipping...
2025/12/09 13:10:01.341896 [INFO] Log Publish not set, skipping...
2025/12/09 13:30:01.135681 [INFO] Log Publish not set, skipping...
2025/12/09 13:50:01.953221 [INFO] Log Publish not set, skipping...
2025/12/09 14:10:01.239731 [INFO] Log Publish not set, skipping...
2025/12/09 14:30:01.536304 [INFO] Log Publish not set, skipping...
2025/12/09 14:50:01.472550 [INFO] Log Publish not set, skipping...
2025/12/09 15:10:01.105907 [INFO] Log Publish not set, skipping...
2025/12/09 15:30:01.811480 [INFO] Log Publish not set, skipping...
2025/12/09 15:50:01.796928 [INFO] Log Publish not set, skipping...
2025/12/09 16:10:01.198890 [INFO] Log Publish not set, skipping...
2025/12/09 16:30:01.241053 [INFO] Log Publish not set, skipping...
2025/12/09 16:50:01.144295 [INFO] Log Publish not set, skipping...
2025/12/09 17:10:01.646953 [INFO] Log Publish not set, skipping...
2025/12/09 17:30:01.564563 [INFO] Log Publish not set, skipping...
2025/12/09 17:50:01.219960 [INFO] Log Publish not set, skipping...
2025/12/09 18:10:01.759746 [INFO] Log Publish not set, skipping...
2025/12/09 18:30:01.499269 [INFO] Log Publish not set, skipping...
2025/12/09 18:50:01.448368 [INFO] Log Publish not set, skipping...
2025/12/09 19:10:01.942873 [INFO] Log Publish not set, skipping...
2025/12/09 19:30:01.524615 [INFO] Log Publish not set, skipping...
2025/12/09 19:50:01.574193 [INFO] Log Publish not set, skipping...
2025/12/09 20:10:01.719151 [INFO] Log Publish not set, skipping...
2025/12/09 20:30:01.322841 [INFO] Log Publish not set, skipping...
2025/12/09 20:50:01.285116 [INFO] Log Publish not set, skipping...
2025/12/09 21:10:01.596507 [INFO] Log Publish not set, skipping...
2025/12/09 21:30:01.134791 [INFO] Log Publish not set, skipping...
2025/12/09 21:50:02.022450 [INFO] Log Publish not set, skipping...
2025/12/09 22:10:01.148329 [INFO] Log Publish not set, skipping...
2025/12/09 22:30:01.290100 [INFO] Log Publish not set, skipping...
2025/12/09 22:50:01.131565 [INFO] Log Publish not set, skipping...
2025/12/09 23:10:01.099002 [INFO] Log Publish not set, skipping...
2025/12/09 23:30:01.902901 [INFO] Log Publish not set, skipping...
2025/12/09 23:50:01.383590 [INFO] Log Publish not set, skipping...
2025/12/10 00:10:01.832879 [INFO] Log Publish not set, skipping...
2025/12/10 00:30:01.785889 [INFO] Log Publish not set, skipping...
2025/12/10 00:50:01.784424 [INFO] Log Publish not set, skipping...
2025/12/10 01:10:01.176339 [INFO] Log Publish not set, skipping...
2025/12/10 01:30:01.122652 [INFO] Log Publish not set, skipping...
2025/12/10 01:50:01.732084 [INFO] Log Publish not set, skipping...
2025/12/10 02:10:02.067555 [INFO] Log Publish not set, skipping...
2025/12/10 02:30:01.831149 [INFO] Log Publish not set, skipping...
2025/12/10 02:50:01.580157 [INFO] Log Publish not set, skipping...
2025/12/10 03:10:01.085840 [INFO] Log Publish not set, skipping...
2025/12/10 03:30:01.994390 [INFO] Log Publish not set, skipping...
2025/12/10 03:50:01.550511 [INFO] Log Publish not set, skipping...
2025/12/10 04:10:01.814883 [INFO] Log Publish not set, skipping...
2025/12/10 04:30:01.655522 [INFO] Log Publish not set, skipping...
2025/12/10 04:50:01.258465 [INFO] Log Publish not set, skipping...
2025/12/10 05:10:01.266133 [INFO] Log Publish not set, skipping...
2025/12/10 05:30:01.114262 [INFO] Log Publish not set, skipping...
2025/12/10 05:50:01.728590 [INFO] Log Publish not set, skipping...
2025/12/10 06:10:01.231518 [INFO] Log Publish not set, skipping...
2025/12/10 06:30:01.090072 [INFO] Log Publish not set, skipping...
2025/12/10 06:50:01.820223 [INFO] Log Publish not set, skipping...
2025/12/10 07:10:01.971984 [INFO] Log Publish not set, skipping...
2025/12/10 07:30:01.926260 [INFO] Log Publish not set, skipping...
2025/12/10 07:50:01.663124 [INFO] Log Publish not set, skipping...
2025/12/10 08:10:02.053842 [INFO] Log Publish not set, skipping...
2025/12/10 08:30:01.074149 [INFO] Log Publish not set, skipping...
2025/12/10 08:50:01.765359 [INFO] Log Publish not set, skipping...
2025/12/10 09:10:01.830727 [INFO] Log Publish not set, skipping...
2025/12/10 09:30:01.469009 [INFO] Log Publish not set, skipping...
2025/12/10 09:50:01.290024 [INFO] Log Publish not set, skipping...
2025/12/10 10:10:01.400699 [INFO] Log Publish not set, skipping...
2025/12/10 10:30:01.173103 [INFO] Log Publish not set, skipping...
2025/12/10 10:50:01.198247 [INFO] Log Publish not set, skipping...
2025/12/10 11:10:01.224931 [INFO] Log Publish not set, skipping...
2025/12/10 11:30:01.111067 [INFO] Log Publish not set, skipping...
2025/12/10 11:50:01.930445 [INFO] Log Publish not set, skipping...
2025/12/10 12:10:01.388173 [INFO] Log Publish not set, skipping...
2025/12/10 12:30:01.313731 [INFO] Log Publish not set, skipping...
2025/12/10 12:50:01.189294 [INFO] Log Publish not set, skipping...
2025/12/10 13:10:01.211757 [INFO] Log Publish not set, skipping...
2025/12/10 13:30:01.237002 [INFO] Log Publish not set, skipping...
2025/12/10 13:50:01.201854 [INFO] Log Publish not set, skipping...
2025/12/10 14:10:01.409645 [INFO] Log Publish not set, skipping...
2025/12/10 14:30:01.235610 [INFO] Log Publish not set, skipping...
2025/12/10 14:50:01.160185 [INFO] Log Publish not set, skipping...
2025/12/10 15:10:01.169468 [INFO] Log Publish not set, skipping...
2025/12/10 15:30:01.064870 [INFO] Log Publish not set, skipping...
2025/12/10 15:50:01.793215 [INFO] Log Publish not set, skipping...
2025/12/10 16:10:01.601636 [INFO] Log Publish not set, skipping...
2025/12/10 16:30:01.399120 [INFO] Log Publish not set, skipping...
2025/12/10 16:50:01.322812 [INFO] Log Publish not set, skipping...
2025/12/10 17:10:01.218675 [INFO] Log Publish not set, skipping...
2025/12/10 17:30:01.060890 [INFO] Log Publish not set, skipping...
2025/12/10 17:50:01.813568 [INFO] Log Publish not set, skipping...
2025/12/10 18:10:01.109840 [INFO] Log Publish not set, skipping...
2025/12/10 18:30:02.182935 [INFO] Log Publish not set, skipping...
2025/12/10 18:50:01.394168 [INFO] Log Publish not set, skipping...
2025/12/10 19:10:01.610322 [INFO] Log Publish not set, skipping...
2025/12/10 19:30:01.757373 [INFO] Log Publish not set, skipping...
2025/12/10 19:50:01.802721 [INFO] Log Publish not set, skipping...
2025/12/10 20:10:01.052410 [INFO] Log Publish not set, skipping...
2025/12/10 20:30:01.949389 [INFO] Log Publish not set, skipping...
2025/12/10 20:50:01.971380 [INFO] Log Publish not set, skipping...
2025/12/10 21:10:01.794826 [INFO] Log Publish not set, skipping...
2025/12/10 21:30:02.054876 [INFO] Log Publish not set, skipping...
2025/12/10 21:50:01.253015 [INFO] Log Publish not set, skipping...
2025/12/10 22:10:01.056386 [INFO] Log Publish not set, skipping...
2025/12/10 22:30:02.021230 [INFO] Log Publish not set, skipping...
2025/12/10 22:50:01.792735 [INFO] Log Publish not set, skipping...
2025/12/10 23:10:01.251829 [INFO] Log Publish not set, skipping...
2025/12/10 23:30:01.229851 [INFO] Log Publish not set, skipping...
2025/12/10 23:50:01.186558 [INFO] Log Publish not set, skipping...
2025/12/11 00:10:01.346259 [INFO] Log Publish not set, skipping...
2025/12/11 00:30:01.218666 [INFO] Log Publish not set, skipping...
2025/12/11 00:50:01.227598 [INFO] Log Publish not set, skipping...
2025/12/11 01:10:01.518754 [INFO] Log Publish not set, skipping...
2025/12/11 01:30:01.385252 [INFO] Log Publish not set, skipping...
2025/12/11 01:50:01.104254 [INFO] Log Publish not set, skipping...
2025/12/11 02:10:01.202691 [INFO] Log Publish not set, skipping...
2025/12/11 02:30:01.449835 [INFO] Log Publish not set, skipping...
2025/12/11 02:50:01.308129 [INFO] Log Publish not set, skipping...
2025/12/11 03:10:01.080406 [INFO] Log Publish not set, skipping...
2025/12/11 03:30:01.729905 [INFO] Log Publish not set, skipping...
2025/12/11 03:50:01.614264 [INFO] Log Publish not set, skipping...
2025/12/11 04:10:01.509671 [INFO] Log Publish not set, skipping...
2025/12/11 04:30:01.355946 [INFO] Log Publish not set, skipping...
2025/12/11 04:50:01.184233 [INFO] Log Publish not set, skipping...
2025/12/11 05:10:01.440047 [INFO] Log Publish not set, skipping...
2025/12/11 05:30:01.369919 [INFO] Log Publish not set, skipping...
2025/12/11 05:50:01.452276 [INFO] Log Publish not set, skipping...
2025/12/11 06:10:01.525197 [INFO] Log Publish not set, skipping...
2025/12/11 06:30:01.415888 [INFO] Log Publish not set, skipping...
2025/12/11 06:50:01.101255 [INFO] Log Publish not set, skipping...
2025/12/11 07:10:02.076129 [INFO] Log Publish not set, skipping...
2025/12/11 07:30:01.918961 [INFO] Log Publish not set, skipping...
2025/12/11 07:50:01.607165 [INFO] Log Publish not set, skipping...
2025/12/11 08:10:01.825401 [INFO] Log Publish not set, skipping...
2025/12/11 08:30:01.829318 [INFO] Log Publish not set, skipping...
2025/12/11 08:50:01.277818 [INFO] Log Publish not set, skipping...
2025/12/11 09:10:01.264237 [INFO] Log Publish not set, skipping...
2025/12/11 09:30:01.105831 [INFO] Log Publish not set, skipping...
2025/12/11 09:50:01.859581 [INFO] Log Publish not set, skipping...
2025/12/11 10:10:01.080780 [INFO] Log Publish not set, skipping...
2025/12/11 10:30:01.828767 [INFO] Log Publish not set, skipping...
2025/12/11 10:50:01.920479 [INFO] Log Publish not set, skipping...
2025/12/11 11:10:01.071959 [INFO] Log Publish not set, skipping...
2025/12/11 11:30:01.783496 [INFO] Log Publish not set, skipping...
2025/12/11 11:50:01.294664 [INFO] Log Publish not set, skipping...
2025/12/11 12:10:01.285810 [INFO] Log Publish not set, skipping...
2025/12/11 12:30:01.198758 [INFO] Log Publish not set, skipping...
2025/12/11 12:50:01.080692 [INFO] Log Publish not set, skipping...
2025/12/11 13:10:01.561548 [INFO] Log Publish not set, skipping...
2025/12/11 13:30:01.551140 [INFO] Log Publish not set, skipping...
2025/12/11 13:50:01.317213 [INFO] Log Publish not set, skipping...
2025/12/11 14:10:01.668042 [INFO] Log Publish not set, skipping...
2025/12/11 14:30:01.286915 [INFO] Log Publish not set, skipping...
2025/12/11 14:50:01.062893 [INFO] Log Publish not set, skipping...
2025/12/11 15:10:01.044796 [INFO] Log Publish not set, skipping...
2025/12/11 15:30:01.848325 [INFO] Log Publish not set, skipping...
2025/12/11 15:50:01.472691 [INFO] Log Publish not set, skipping...
2025/12/11 16:10:01.453575 [INFO] Log Publish not set, skipping...
2025/12/11 16:30:01.544562 [INFO] Log Publish not set, skipping...
2025/12/11 16:50:01.437520 [INFO] Log Publish not set, skipping...
2025/12/11 17:10:01.977546 [INFO] Log Publish not set, skipping...
2025/12/11 17:30:01.781116 [INFO] Log Publish not set, skipping...
2025/12/11 17:50:01.742240 [INFO] Log Publish not set, skipping...
2025/12/11 18:10:01.185674 [INFO] Log Publish not set, skipping...
2025/12/11 18:30:01.086711 [INFO] Log Publish not set, skipping...
2025/12/11 18:50:01.899199 [INFO] Log Publish not set, skipping...
2025/12/11 19:10:01.311413 [INFO] Log Publish not set, skipping...
2025/12/11 19:30:01.159025 [INFO] Log Publish not set, skipping...
2025/12/11 19:50:01.967785 [INFO] Log Publish not set, skipping...
2025/12/11 20:10:01.065999 [INFO] Log Publish not set, skipping...
2025/12/11 20:30:01.968612 [INFO] Log Publish not set, skipping...
2025/12/11 20:50:01.598275 [INFO] Log Publish not set, skipping...
2025/12/11 21:10:01.718582 [INFO] Log Publish not set, skipping...
2025/12/11 21:30:01.461081 [INFO] Log Publish not set, skipping...
2025/12/11 21:50:01.521894 [INFO] Log Publish not set, skipping...
2025/12/11 22:10:01.603396 [INFO] Log Publish not set, skipping...
2025/12/11 22:30:01.755061 [INFO] Log Publish not set, skipping...
2025/12/11 22:50:01.285968 [INFO] Log Publish not set, skipping...
2025/12/11 23:10:01.584531 [INFO] Log Publish not set, skipping...
2025/12/11 23:30:01.333658 [INFO] Log Publish not set, skipping...
2025/12/11 23:50:01.095231 [INFO] Log Publish not set, skipping...
2025/12/12 00:10:01.684824 [INFO] Log Publish not set, skipping...
2025/12/12 00:30:01.276216 [INFO] Log Publish not set, skipping...
2025/12/12 00:50:01.205890 [INFO] Log Publish not set, skipping...
2025/12/12 01:10:01.360304 [INFO] Log Publish not set, skipping...
2025/12/12 01:30:01.253756 [INFO] Log Publish not set, skipping...
2025/12/12 01:50:01.968173 [INFO] Log Publish not set, skipping...
2025/12/12 02:10:01.791662 [INFO] Log Publish not set, skipping...
2025/12/12 02:30:01.326074 [INFO] Log Publish not set, skipping...
2025/12/12 02:50:01.159811 [INFO] Log Publish not set, skipping...
2025/12/12 03:10:01.164066 [INFO] Log Publish not set, skipping...
2025/12/12 03:30:01.019954 [INFO] Log Publish not set, skipping...
2025/12/12 03:50:01.420218 [INFO] Log Publish not set, skipping...
2025/12/12 04:10:01.080992 [INFO] Log Publish not set, skipping...
2025/12/12 04:30:01.767522 [INFO] Log Publish not set, skipping...
2025/12/12 04:50:01.316494 [INFO] Log Publish not set, skipping...
2025/12/12 05:10:01.722080 [INFO] Log Publish not set, skipping...
2025/12/12 05:30:01.260330 [INFO] Log Publish not set, skipping...
2025/12/12 05:50:01.039450 [INFO] Log Publish not set, skipping...
2025/12/12 06:10:02.032435 [INFO] Log Publish not set, skipping...
2025/12/12 06:30:02.056353 [INFO] Log Publish not set, skipping...
2025/12/12 06:50:01.083959 [INFO] Log Publish not set, skipping...
2025/12/12 07:10:01.225814 [INFO] Log Publish not set, skipping...
2025/12/12 07:30:01.091944 [INFO] Log Publish not set, skipping...
2025/12/12 07:50:01.595360 [INFO] Log Publish not set, skipping...
2025/12/12 08:10:01.889519 [INFO] Log Publish not set, skipping...
2025/12/12 08:30:01.405225 [INFO] Log Publish not set, skipping...
2025/12/12 08:50:01.154933 [INFO] Log Publish not set, skipping...
2025/12/12 09:10:01.181441 [INFO] Log Publish not set, skipping...
2025/12/12 09:30:02.002972 [INFO] Log Publish not set, skipping...
2025/12/12 09:50:01.911498 [INFO] Log Publish not set, skipping...
2025/12/12 10:10:01.182056 [INFO] Log Publish not set, skipping...
2025/12/12 10:30:01.113952 [INFO] Log Publish not set, skipping...
2025/12/12 10:50:01.941999 [INFO] Log Publish not set, skipping...
2025/12/12 11:10:01.876320 [INFO] Log Publish not set, skipping...
2025/12/12 11:30:01.627819 [INFO] Log Publish not set, skipping...
2025/12/12 11:50:01.520119 [INFO] Log Publish not set, skipping...
2025/12/12 12:10:01.631563 [INFO] Log Publish not set, skipping...
2025/12/12 12:30:01.321018 [INFO] Log Publish not set, skipping...
2025/12/12 12:50:01.261157 [INFO] Log Publish not set, skipping...
2025/12/12 13:10:01.057401 [INFO] Log Publish not set, skipping...
2025/12/12 13:30:01.846945 [INFO] Log Publish not set, skipping...
2025/12/12 13:50:01.300182 [INFO] Log Publish not set, skipping...
2025/12/12 14:10:01.630389 [INFO] Log Publish not set, skipping...
2025/12/12 14:30:01.351643 [INFO] Log Publish not set, skipping...
2025/12/12 14:50:02.058115 [INFO] Log Publish not set, skipping...
2025/12/12 15:10:01.065482 [INFO] Log Publish not set, skipping...
2025/12/12 15:30:02.008099 [INFO] Log Publish not set, skipping...
2025/12/12 15:50:01.096455 [INFO] Log Publish not set, skipping...
2025/12/12 16:10:01.142051 [INFO] Log Publish not set, skipping...
2025/12/12 16:30:01.730562 [INFO] Log Publish not set, skipping...
2025/12/12 16:50:01.496708 [INFO] Log Publish not set, skipping...
2025/12/12 17:10:02.257361 [INFO] Log Publish not set, skipping...
2025/12/12 17:30:01.322494 [INFO] Log Publish not set, skipping...
